Physician_ID,First_Name,Last_Name,Title,Company_Name,City,State,Zip_Code,Ownership_Type,Entity_Type,Ticker,Parent_Company,Parent_Country,Ultimate_Parent_Company,Ultimate_Parent_Country,Industry,SIC8_Code,SIC8_Description,SIC4_.Code,SIC4_Description
P1103,Nancy,Moscoso,Chief Financial Officer,New York City Health Hospitals Corp,Jamaica,New York,11432,Private,Subsidiary,NA,New York City Health and Hospitals Corporation,United States,New York City Health and Hospitals Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1104,Steven,Corwin,Chief Executive Officer,New York Presbyterian Healthcare System Inc,New York,New York,10065,Private,Parent,NA,New York Presbyterian Healthcare System Inc,United States,New York Presbyterian Healthcare System Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1105,John,Mack,Chief Executive Officer,New York Presbyterian Hospital Weill Cornell University Medical Center,New York,New York,10065,Private,Subsidiary,NA,The New York and Presbyterian Hospital,United States,The New York and Presbyterian Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1106,Allan,Freeman,Chief Executive Officer,New York Proton Center,New York,New York,10035,Private,Independent,NA,NA,NA,NA,NA,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1107,Mya,Chen,Chief Executive Officer,"New York Society For The Relief of The Ruptured and Crippled, Maintaining The Hospital For",New York,New York,10021,Nonprofit,Parent,NA,"New York Society For The Relief of The Ruptured and Crippled, Maintaining The Hospital For",United States,"New York Society For The Relief of The Ruptured and Crippled, Maintaining The Hospital For",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1108,Ronald,Williams,President / Chief Executive Officer,New York Therapeutic Communities Inc,New York,New York,10018,Nonprofit,Parent,NA,New York Therapeutic Communities Inc,United States,New York Therapeutic Communities Inc,United States,Outpatient Care,80930100,Substance abuse clinics (outpatient),8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1109,Sandeep,Varma,President / Chief Executive Officer,New York Therapeutic Communities Inc,New York,New York,10018,Nonprofit,Parent,NA,New York Therapeutic Communities Inc,United States,New York Therapeutic Communities Inc,United States,Outpatient Care,80930100,Substance abuse clinics (outpatient),8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1110,Michael,Rafferty,President & Ceo,New York University Medical Center,New York,New York,10016,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1111,Bernard,Schwartz,Chairman Ceo,New York University Medical Center,New York,New York,10016,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1112,Jamie,Dimon,Chairman Ceo,New York University Medical Center,New York,New York,10016,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1113,Edward,Pantzer,Principal Chairman And Ceo,New York University Medical Center,New York,New York,10016,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1114,Ronald,Perelman,Chairman Ceo,New York University Medical Center,New York,New York,10016,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1115,Barry,Ostrowsky,President And Chief Executive Officer,Newark Beth Israel Medical Center Inc.,Newark,New Jersey,7112,Nonprofit,Parent,NA,Newark Beth Israel Medical Center Inc.,United States,Newark Beth Israel Medical Center Inc.,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1116,Scott,Williams,CEO,Newport Medical Center,Newport,Tennessee,37821,Nonprofit,Subsidiary,NA,"Health Management Associates, Inc.",United States,"Community Health Systems, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1117,Robert,Guimento,President,Newyork-Presbyterian/Brooklyn Methodist,Brooklyn,New York,11215,Nonprofit,Parent,NA,Newyork-Presbyterian/Brooklyn Methodist,United States,Newyork-Presbyterian/Brooklyn Methodist,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1118,Manish,Parikh,Chief of Cardiology,Newyork-Presbyterian/Brooklyn Methodist,Brooklyn,New York,11215,Nonprofit,Parent,NA,Newyork-Presbyterian/Brooklyn Methodist,United States,Newyork-Presbyterian/Brooklyn Methodist,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1119,Alfred,Winkler,Chief of Urology,Newyork-Presbyterian/Brooklyn Methodist,Brooklyn,New York,11215,Nonprofit,Parent,NA,Newyork-Presbyterian/Brooklyn Methodist,United States,Newyork-Presbyterian/Brooklyn Methodist,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1120,Alexander,Collichio,"VP, HR",Niagara Falls Memorial Medical Center Inc,Niagara Falls,New York,14301,Nonprofit,Parent,NA,Niagara Falls Memorial Medical Center Inc,United States,Niagara Falls Memorial Medical Center Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1121,Raj,Mehta,Chief Financial Officer,Niagara Falls Memorial Medical Center Inc,Niagara Falls,New York,14301,Nonprofit,Parent,NA,Niagara Falls Memorial Medical Center Inc,United States,Niagara Falls Memorial Medical Center Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1122,Marion,Lavigne,President & Ceo,Niagara Falls Memorial Medical Center Inc,Niagara Falls,New York,14301,Nonprofit,Parent,NA,Niagara Falls Memorial Medical Center Inc,United States,Niagara Falls Memorial Medical Center Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1123,John,Di Capua,"Chief Executive Officer, NAPA","North American Partners In Anesthesia, L.L.P.",Melville,New York,11747,Private,Parent,NA,"North American Partners In Anesthesia, L.L.P.",United States,"North American Partners In Anesthesia, L.L.P.",United States,Physicians and Health Practitioners,80110502,Anesthesiologist,8011,Offices and Clinics of Doctors of Medicine
P1124,Gary,Ludi,Chief Executive Officer,"North Atlanta Surgical Associates, P.C.",Atlanta,Georgia,30342,Private,Parent,NA,"North Atlanta Surgical Associates, P.C.",United States,"North Atlanta Surgical Associates, P.C.",United States,Physicians and Health Practitioners,80119905,Surgeon,8011,Offices and Clinics of Doctors of Medicine
P1125,Jonathan,Watkins,"Ceo, Broward Health Imperial Point",North Broward Hospital District,Fort Lauderdale,Florida,33309,Nonprofit,Parent,NA,North Broward Hospital District,United States,North Broward Hospital District,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1126,Len,Preslar,Ceo,NORTH CAROLINA BAPTIST HOSPITAL,Winston Salem,North Carolina,27157,Nonprofit,Subsidiary,NA,Atrium Health Foundation,United States,Atrium Health Foundation,United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
P1127,Gary,Bezucha,Chief Executive Officer,North Central Health Care,Wausau,Wisconsin,54403,Private,Parent,NA,North Central Health Care,United States,North Central Health Care,United States,Hospitals,80630000,Psychiatric hospitals,8063,Psychiatric Hospitals
P1128,Stephanie,Long,President And Chief Executive Officer,"North Central Health Services, Inc.",West Lafayette,Indiana,47906,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80630000,Psychiatric hospitals,8063,Psychiatric Hospitals
P1129,Joey,Horton,Chief Executive Officer,"North Country Family Health Center, Inc.",Watertown,New York,13601,Nonprofit,Parent,NA,"North Country Family Health Center, Inc.",United States,"North Country Family Health Center, Inc.",United States,Physicians and Health Practitioners,80110516,Pediatrician,8011,Offices and Clinics of Doctors of Medicine
P1130,Lane,Lunn,Chief Executive Officer,"North Florida Medical Centers, Inc.",Tallahassee,Florida,32308,Nonprofit,Parent,NA,"North Florida Medical Centers, Inc.",United States,"North Florida Medical Centers, Inc.",United States,Physicians and Health Practitioners,80110200,Medical centers,8011,Offices and Clinics of Doctors of Medicine
P1131,Dana,Dye,Ceo,"North Mississippi Medical Clinics, Inc.",Tupelo,Mississippi,38804,Nonprofit,Parent,NA,"North Mississippi Medical Clinics, Inc.",United States,"North Mississippi Medical Clinics, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1132,Holly,Deur,Chief Executive Officer,North Ottawa Community Hospital,Grand Haven,Michigan,49417,Private,Parent,NA,North Ottawa Community Hospital,United States,North Ottawa Community Hospital,United States,Hospitals,80629904,"Hospital, medical school affiliation",8062,General Medical and Surgical Hospitals
P1133,Jodi,Donnelly,Chief Executive Officer,North Ottawa Community Hospital,Grand Haven,Michigan,49417,Private,Parent,NA,North Ottawa Community Hospital,United States,North Ottawa Community Hospital,United States,Hospitals,80629904,"Hospital, medical school affiliation",8062,General Medical and Surgical Hospitals
P1134,Margaret,Brennan,President and Chief Executive Officer,"North Shore Community Health, Inc.",Salem,Massachusetts,1970,Nonprofit,Parent,NA,"North Shore Community Health, Inc.",United States,"North Shore Community Health, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P1135,Jeff,Vacirca,Chief Executive Officer,"North Shore Hematology-Oncology Associates, P.C.",Port Jefferson Station,New York,11776,Private,Parent,NA,"North Shore Hematology-Oncology Associates, P.C.",United States,"North Shore Hematology-Oncology Associates, P.C.",United States,Physicians and Health Practitioners,80110108,Oncologist,8011,Offices and Clinics of Doctors of Medicine
P1136,Irene,Macyk,Chief Nursing Officer,North Shore University Hospital,New Hyde Park,New York,11040,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1137,Sam,Miller,Ceo,North Sunflower Medical Center,Ruleville,Mississippi,38771,Nonprofit,Parent,NA,North Sunflower Medical Center,United States,North Sunflower Medical Center,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1138,Randy,Davis,President & Chief Executive Officer,Northcrest Medical Center,Springfield,Tennessee,37172,Nonprofit,Parent,NA,Northcrest Medical Center,United States,Northcrest Medical Center,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1139,Carol,Burrell,CEO,"Northeast Georgia Health System, Inc.",Gainesville,Georgia,30501,Nonprofit,Parent,NA,"Northeast Georgia Health System, Inc.",United States,"Northeast Georgia Health System, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1140,Brian,Steines,CFO,"Northeast Georgia Health System, Inc.",Gainesville,Georgia,30501,Nonprofit,Parent,NA,"Northeast Georgia Health System, Inc.",United States,"Northeast Georgia Health System, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1141,Anthony,Williamson,"Southern Market Leader and President, Northeast Georgia Medical Center Braselton","Northeast Georgia Medical Center, Inc.",Gainesville,Georgia,30501,Nonprofit,Subsidiary,NA,"Northeast Georgia Health System, Inc.",United States,"Northeast Georgia Health System, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1142,Heather,Standard,Chief Nursing Officer,"Northeast Georgia Medical Center, Inc.",Gainesville,Georgia,30501,Nonprofit,Subsidiary,NA,"Northeast Georgia Health System, Inc.",United States,"Northeast Georgia Health System, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1143,Denise,Ray-Shields,"Regan P. Kelly, Net President And Ceo","Northeast Treatment Centers, Inc.",Philadelphia,Pennsylvania,19123,Nonprofit,Parent,NA,"Northeast Treatment Centers, Inc.",United States,"Northeast Treatment Centers, Inc.",United States,Outpatient Care,80930100,Substance abuse clinics (outpatient),8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1144,Jerry,Hollister,Chief Executive Officer,Northeastern Center Inc,Kendallville,Indiana,46755,Nonprofit,Parent,NA,Northeastern Center Inc,United States,Northeastern Center Inc,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1145,Shawn,Msol,Chief Executive Officer,"Northeastern Vermont Regional Hospital, Inc.",Saint Johnsbury,Vermont,5819,Nonprofit,Parent,NA,"Northeastern Vermont Regional Hospital, Inc.",United States,"Northeastern Vermont Regional Hospital, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1146,Michael,Costa,Ceo,"Northern Counties Health Care, Inc",Saint Johnsbury,Vermont,5819,Nonprofit,Parent,NA,"Northern Counties Health Care, Inc",United States,"Northern Counties Health Care, Inc",United States,Physicians and Health Practitioners,80119904,"Physicians' office, including specialists",8011,Offices and Clinics of Doctors of Medicine
P1147,Chris,Lumsden,President And Ceo,Northern Hospital District of Surry County,Mount Airy,North Carolina,27030,Private,Parent,NA,Northern Hospital District of Surry County,United States,Northern Hospital District of Surry County,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1148,Gilbert,Cameron,Chief Executive Officer,"Northern Indiana Rehab Hospital, LLC",Bremen,Indiana,46506,Partnership,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1149,Owen,Nichols,Ceo,"Northern Kentucky Mental Health - Mental Retardation Regional Board, Inc.",Covington,Kentucky,41011,Nonprofit,Parent,NA,"Northern Kentucky Mental Health - Mental Retardation Regional Board, Inc.",United States,"Northern Kentucky Mental Health - Mental Retardation Regional Board, Inc.",United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1150,Karl,Kovacs,Chief Executive Officer,Northern Lakes Community Mental Health,Traverse City,Michigan,49684,Private,Parent,NA,Northern Lakes Community Mental Health,United States,Northern Lakes Community Mental Health,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1151,Alan,Olive,Ceo,Northern Maine Medical Center Inc,Fort Kent,Maine,4743,Nonprofit,Parent,NA,Northern Maine Medical Center Inc,United States,Northern Maine Medical Center Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1152,Carolyn,Starks,"Manager, Public Relations",Northshore University Healthsystem,Evanston,Illinois,60201,Nonprofit,Parent,NA,Northshore University Healthsystem,United States,Northshore University Healthsystem,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1153,Joseph,Schulman,"Senior Vice President, Population Health, Business Transformation","Northwell Health, Inc.",New Hyde Park,New York,11042,Nonprofit,Parent,NA,"Northwell Health, Inc.",United States,"Northwell Health, Inc.",United States,Hospitals,80629904,"Hospital, medical school affiliation",8062,General Medical and Surgical Hospitals
P1154,Michael,Dowling,President And Ceo,"Northwell Health, Inc.",New Hyde Park,New York,11042,Nonprofit,Parent,NA,"Northwell Health, Inc.",United States,"Northwell Health, Inc.",United States,Hospitals,80629904,"Hospital, medical school affiliation",8062,General Medical and Surgical Hospitals
P1155,Drew,Mitchell,President and Chief Executive Officer,"Northwell Health, Inc.",New Hyde Park,New York,11042,Nonprofit,Parent,NA,"Northwell Health, Inc.",United States,"Northwell Health, Inc.",United States,Hospitals,80629904,"Hospital, medical school affiliation",8062,General Medical and Surgical Hospitals
P1156,Peter,Bancroft,Pres-Ceo,Northwest Community Health Care,Pascoag,Rhode Island,2859,Nonprofit,Parent,NA,Northwest Community Health Care,United States,Northwest Community Health Care,United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P1157,Stephen,Scogna,Chief Executive Officer and President,Northwest Community Hospital Foundation,Arlington Heights,Illinois,60005,Nonprofit,Parent,NA,Northwest Community Hospital Foundation,United States,Northwest Community Hospital Foundation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1158,John,Skeans,Chief Financial Officer and Executive Vice President,Northwest Community Hospital Foundation,Arlington Heights,Illinois,60005,Nonprofit,Parent,NA,Northwest Community Hospital Foundation,United States,Northwest Community Hospital Foundation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1159,Karla,Davis,Chief Executive Officer,Northwest Community Hospital Inc,Arlington Heights,Illinois,60005,Private,Parent,NA,Northwest Community Hospital Inc,United States,Northwest Community Hospital Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1160,W,Hansen,President/Ceo,"Northwest Radiology Network, P.C.",Indianapolis,Indiana,46278,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110519,Radiologist,8011,Offices and Clinics of Doctors of Medicine
P1161,Todd,Bauman,Ceo,"Northwestern Counseling Support & Services, Inc",Saint Albans,Vermont,5478,Nonprofit,Independent,NA,NA,NA,NA,NA,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1162,Berneice,Mills-Thomas,Chief Executive Officer,Northwestern Memorial Healthcare,Chicago,Illinois,60611,Nonprofit,Parent,NA,Northwestern Memorial Healthcare,United States,Northwestern Memorial Healthcare,United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P1163,Dean,Harrison,"President and Chief Executive Officer, Northwestern Memorial HealthCare",Northwestern Memorial Healthcare,Chicago,Illinois,60611,Nonprofit,Parent,NA,Northwestern Memorial Healthcare,United States,Northwestern Memorial Healthcare,United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P1164,Mark,Leonard,Chief Executive Officer,Norton Community Hos,Johnson City,Tennessee,37604,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1165,Lisa,Carter,Ceo,Norton Community Hos,Johnson City,Tennessee,37604,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1166,Alan,Levine,"Executive Chairman, President And Chief Executive Officer",Norton Community Hos,Johnson City,Tennessee,37604,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1167,Russell,Cox,President and Chief Executive Officer,"Norton Hospitals, Inc",Louisville,Kentucky,40202,Nonprofit,Subsidiary,NA,"Norton Healthcare, Inc.",United States,"Norton Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1168,Jose,Sanchez,President & Chief Executive Officer,Norwegian American Hospital Inc.,Chicago,Illinois,60622,Nonprofit,Parent,NA,Norwegian American Hospital Inc.,United States,Norwegian American Hospital Inc.,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1169,Leslie,Barrett,President and Chief Operating Officer,"Novant Health Medical Park Hospital, Inc.",Winston Salem,North Carolina,27103,Partnership,Subsidiary,NA,"Novant Health, Inc.",United States,"Novant Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1170,Carl,Armato,"President, Operating Unit","Novant Health, Inc.",Winston Salem,North Carolina,27103,Nonprofit,Parent,NA,"Novant Health, Inc.",United States,"Novant Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1171,Gregory,Beier,"President, Operating Unit","Novant Health, Inc.",Winston Salem,North Carolina,27103,Nonprofit,Parent,NA,"Novant Health, Inc.",United States,"Novant Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1172,Leslie,Barrett,"President and COO, Novant Health Medical Park Hospital","Novant Health, Inc.",Winston Salem,North Carolina,27103,Nonprofit,Parent,NA,"Novant Health, Inc.",United States,"Novant Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1173,John,Mann,"President and Chief Operating Officer, Novant Health Clemmons Medical Center, Clemmons, North Carolina","Novant Health, Inc.",Winston Salem,North Carolina,27103,Nonprofit,Parent,NA,"Novant Health, Inc.",United States,"Novant Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1174,Kirsten,Royster,"President and COO, Novant Health Kernersville Medical Center","Novant Health, Inc.",Winston Salem,North Carolina,27103,Nonprofit,Parent,NA,"Novant Health, Inc.",United States,"Novant Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1175,Jacque,Gattis,Chief Administrative Officer,"Novant Health, Inc.",Winston Salem,North Carolina,27103,Nonprofit,Parent,NA,"Novant Health, Inc.",United States,"Novant Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1176,J. Dean,Swindle,Chief Financial Officer,"Novant Health, Inc.",Winston Salem,North Carolina,27103,Nonprofit,Parent,NA,"Novant Health, Inc.",United States,"Novant Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1177,Stephen,Wallenhaupt,Chief Medical Officer,"Novant Health, Inc.",Winston Salem,North Carolina,27103,Nonprofit,Parent,NA,"Novant Health, Inc.",United States,"Novant Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1178,Fred,Hargett,"Executive VP, Finance","Novant Health, Inc.",Winston Salem,North Carolina,27103,Nonprofit,Parent,NA,"Novant Health, Inc.",United States,"Novant Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1179,Paula,Whitley,Ceo,"Novant Health, Inc.",Winston Salem,North Carolina,27103,Nonprofit,Parent,NA,"Novant Health, Inc.",United States,"Novant Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1180,Brandon,Adcock,Ceo,"Novant Health, Inc.",Winston Salem,North Carolina,27103,Nonprofit,Parent,NA,"Novant Health, Inc.",United States,"Novant Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1181,Gregory,Stokes,"President, Ceo","Novasom, Inc.",Glen Burnie,Maryland,21061,Private,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80990201,Health screening service,8099,"Health and Allied Services, Not Elsewhere Classified"
P1182,Danny,Mckay,Ceo,Noxubee General Hospital,Macon,Mississippi,39341,Private,Subsidiary,NA,Noxubee Medical Complex,United States,Noxubee Medical Complex,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1183,Ellen,Schwartz,President and Chief Executive Officer,"Nysarc, Inc.",New York,New York,10038,Nonprofit,Subsidiary,NA,"Nysarc, Inc.",United States,"Nysarc, Inc.",United States,Ambulatory Services,80990100,Blood related health services,8099,"Health and Allied Services, Not Elsewhere Classified"
P1184,Robert,Glickman,Dean & Chief Executive Officer,Nyu Langone Hospitals,New York,New York,10016,Nonprofit,Subsidiary,NA,New York University,United States,New York University,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1185,Mary,Pettibon,Chief Executive Officer,"Oak Orchard Community Health Center, Inc.",Brockport,New York,14420,Nonprofit,Parent,NA,"Oak Orchard Community Health Center, Inc.",United States,"Oak Orchard Community Health Center, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P1186,Erica,Frank,"Vice President, Public Relations","Oak Street Health, Inc.",Chicago,Illinois,60603,Private,Parent,NA,"Oak Street Health, Inc.",United States,"Oak Street Health, Inc.",United States,Physicians and Health Practitioners,80110205,Primary care medical clinic,8011,Offices and Clinics of Doctors of Medicine
P1187,Jeff,Taylor,Chief Executive Officer,"Oakhurst Medical Centers, Inc.",Stone Mountain,Georgia,30083,Nonprofit,Parent,NA,"Oakhurst Medical Centers, Inc.",United States,"Oakhurst Medical Centers, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P1188,Debra,Brinson,Ceo,Oakland Integrated Healthcare Network,Pontiac,Michigan,48341,Nonprofit,Parent,NA,Oakland Integrated Healthcare Network,United States,Oakland Integrated Healthcare Network,United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P1189,Mark,Clement,President & Chief Executive Officer,"Obstetric Anesthesia Associates, Inc.",Cincinnati,Ohio,45220,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110502,Anesthesiologist,8011,Offices and Clinics of Doctors of Medicine
P1190,Martha,Fulcher,Chief Nursing Officer,Och Regional Medical Center,Starkville,Mississippi,39759,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
P1191,Peter,Provet,President Chief Executive Officer,"Odyssey House, Inc.",New York,New York,10005,Nonprofit,Parent,NA,"Odyssey House, Inc.",United States,"Odyssey House, Inc.",United States,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P1192,Taylor,Pickett,Director and Chief Executive Officer,Ohi Healthcare Properties Limited Partnership,Hunt Valley,Maryland,21030,Partnership,Subsidiary,NA,"Omega Healthcare Investors, Inc.",United States,"Omega Healthcare Investors, Inc.",United States,Ambulatory Services,80990100,Blood related health services,8099,"Health and Allied Services, Not Elsewhere Classified"
P1193,Ronald,Dwinnells,Ceo,"Ohio North East Health Systems, Inc.",Youngstown,Ohio,44505,Nonprofit,Parent,NA,"Ohio North East Health Systems, Inc.",United States,"Ohio North East Health Systems, Inc.",United States,Ambulatory Services,80990200,Physical examination and testing services,8099,"Health and Allied Services, Not Elsewhere Classified"
P1194,Brian,Melear,Chief Executive Officer,"Okeechobee Hospital, Inc.",Okeechobee,Florida,34972,Private,Subsidiary,NA,HCA Inc.,United States,"HCA Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1195,Gary,Walton,"Pharm.d., Chief Executive Officer","Oncology Specialties, P.C.",Huntsville,Alabama,35805,Private,Parent,NA,"Oncology Specialties, P.C.",United States,"Oncology Specialties, P.C.",United States,Physicians and Health Practitioners,80110104,Hematologist,8011,Offices and Clinics of Doctors of Medicine
P1196,Gene,Morreale,President & Chief Executive Officer,Oneida Health Care Corporation,Oneida,New York,13421,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P1197,Jeffrey,Patton,Chief Executive Officer,"Oneoncology, LLC",Nashville,Tennessee,37219,Private,Subsidiary,NA,General Atlantic Corporation,United States,General Atlantic Corporation,United States,Physicians and Health Practitioners,80110108,Oncologist,8011,Offices and Clinics of Doctors of Medicine
P1198,Matt,Alexander,Co-Founder & Ceo,Oneworld Health,Charleston,South Carolina,29407,Nonprofit,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80990100,Blood related health services,8099,"Health and Allied Services, Not Elsewhere Classified"
P1199,Ludwig,Spinelli,Chief Executive Officer,"Optimus Health Care, Inc.",Bridgeport,Connecticut,6608,Private,Parent,NA,"Optimus Health Care, Inc.",United States,"Optimus Health Care, Inc.",United States,Outpatient Care,80930000,"Specialty outpatient clinics, nec",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
