Company_ID,Company_Name,City,State,Zip_Code,Number_Physicians,Revenue_Millions,Profit_Millions,Asset_Millions,Employees_Single_Site,Employees_All_Sites,Ownership_Type,Entity_Type,Ticker,Parent_Company,Parent_Country,Ultimate_Parent_Company,Ultimate_Parent_Country,Industry,SIC8_Code,SIC8_Description,SIC4_.Code,SIC4_Description
C605,Lakeland Immediate Care Center,Cassopolis,Michigan,49031,1,12,NA,17,70,70,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C606,"Lakeview Health Systems, L.L.C.",Jacksonville,Florida,32216,1,26,NA,NA,15,250,Private,Parent,NA,"Lakeview Health Systems, L.L.C.",United States,"Lakeview Health Systems, L.L.C.",United States,Hospitals,80690100,Substance abuse hospitals,8069,"Specialty Hospitals, Except Psychiatric"
C607,"Lakeview Neurorehab Center Midwest, Inc.",Waterford,Wisconsin,53185,1,16,NA,7,300,300,Private,Subsidiary,NA,"Lakeview Management, Inc.",United States,"Lakeview Management, Inc.",United States,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C608,Lakeview Rehabilitation Hospital,Elizabethtown,Kentucky,42701,1,11,NA,11,120,120,Partnership,Independent,NA,NA,NA,NA,NA,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C609,"Lamprey Health Care, Inc.",Newmarket,New Hampshire,3857,2,15,NA,11,NA,150,Nonprofit,Parent,NA,"Lamprey Health Care, Inc.",United States,"Lamprey Health Care, Inc.",United States,Physicians and Health Practitioners,80110205,Primary care medical clinic,8011,Offices and Clinics of Doctors of Medicine
C610,Lancaster General Health,Lancaster,Pennsylvania,17602,1,966,NA,559,3500,7000,Nonprofit,Subsidiary,NA,The Trustees of The University of Pennsylvania,United States,The Trustees of The University of Pennsylvania,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C611,"Landmark Hospital of Athens, LLC",Athens,Georgia,30606,1,9,NA,NA,71,71,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C612,"Largo Medical Center, Inc.",Largo,Florida,33770,1,292,NA,159,NA,755,Nonprofit,Subsidiary,NA,HCA Inc.,United States,"HCA Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C613,"Larkin Community Hospital, Inc.",Miami,Florida,33143,1,114,NA,97,NA,1225,Private,Parent,NA,"Larkin Community Hospital, Inc.",United States,"Larkin Community Hospital, Inc.",United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C614,Lawrence County Memorial Hospital,Lawrenceville,Illinois,62439,1,17,NA,NA,NA,99,Private,Parent,NA,Lawrence County Memorial Hospital,United States,Lawrence County Memorial Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C615,Lawrence Medical Center,Moulton,Alabama,35650,1,12,NA,3,188,188,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C616,Learning Services Corporation,Lawrenceville,Georgia,30046,2,16,NA,8,80,400,Private,Subsidiary,NA,"Remed Realty, L.P.",United States,"Remed Realty, L.P.",United States,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C617,"Learn-It Systems, LLC",Baltimore,Maryland,21209,1,12,NA,NA,3,100,Private,Parent,NA,"Learn-It Systems, LLC",United States,"Learn-It Systems, LLC",United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C618,"Lee Memorial Hospital, Inc.",Fort Myers,Florida,33901,1,761,NA,0,1159,1159,Nonprofit,Subsidiary,NA,"Lee Memorial Health System Foundation, Inc.",United States,"Lee Memorial Health System Foundation, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C619,"Legacy Healthcare Services, Inc.",Raleigh,North Carolina,27616,1,25,NA,NA,35,300,Private,Parent,NA,"Legacy Healthcare Services, Inc.",United States,"Legacy Healthcare Services, Inc.",United States,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C620,"Legacy Mmh, Inc.",Manchester,Connecticut,6040,2,144,NA,121,1000,1056,Private,Subsidiary,NA,"Prospect Medical Holdings, Inc.",United States,"Prospect Medical Holdings, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C621,"Lehigh Valley Health Network, Inc.",Allentown,Pennsylvania,18103,3,3130,NA,4618,20,12000,Nonprofit,Parent,NA,"Lehigh Valley Health Network, Inc.",United States,"Lehigh Valley Health Network, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C622,"Lenco Diagnostic Laboratories, Inc.",Brooklyn,New York,11214,1,30,NA,NA,NA,250,Private,Parent,NA,"Lenco Diagnostic Laboratories, Inc.",United States,"Lenco Diagnostic Laboratories, Inc.",United States,Diagnostic Laboratories,80710000,Medical laboratories,8071,Medical Laboratories
C623,Lexington Medical Center,Lexington,North Carolina,27292,3,110,NA,130,550,550,Nonprofit,Subsidiary,NA,Wake Forest University Baptist Medical Center,United States,Wake Forest University Baptist Medical Center,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C624,"LHP Operations Co., LLC",Nashville,Tennessee,37215,1,547,NA,NA,NA,1200,Private,Subsidiary,NA,"Lhp Hospital Group, Inc.",United States,"Ventas, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C625,"Liberation Programs, Inc.",Norwalk,Connecticut,6850,2,10,NA,5,17,100,Private,Parent,NA,"Liberation Programs, Inc.",United States,"Liberation Programs, Inc.",United States,Hospitals,80690102,Drug addiction rehabilitation hospital,8069,"Specialty Hospitals, Except Psychiatric"
C626,"Life Management Center of Northwest Florida, Inc.",Panama City,Florida,32405,1,20,NA,8,165,300,Nonprofit,Parent,NA,"Life Management Center of Northwest Florida, Inc.",United States,"Life Management Center of Northwest Florida, Inc.",United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C627,Lifebanc,Cleveland,Ohio,44128,1,32,NA,27,81,81,Nonprofit,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80999909,Organ bank,8099,"Health and Allied Services, Not Elsewhere Classified"
C628,"Lifepoint Health, Inc.",Brentwood,Tennessee,37027,3,713,NA,870,70,53000,Private,Parent,NA,"Lifepoint Health, Inc.",United States,"Lifepoint Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C629,Lifespring Inc.,Jeffersonville,Indiana,47130,1,29,NA,18,150,300,Nonprofit,Parent,NA,Lifespring Inc.,United States,Lifespring Inc.,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C630,"Lifesteps, Inc.",Butler,Pennsylvania,16001,1,26,NA,12,425,429,Nonprofit,Parent,NA,"Lifesteps, Inc.",United States,"Lifesteps, Inc.",United States,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C631,Lifewatch Corp,Rosemont,Illinois,60018,10,152,NA,47,4,601,Private,Subsidiary,NA,"Biotelemetry, Inc.",United States,"Biotelemetry, Inc.",United States,Ambulatory Services,80990200,Physical examination and testing services,8099,"Health and Allied Services, Not Elsewhere Classified"
C632,Lima Memorial Hospital,Lima,Ohio,45804,1,184,NA,362,NA,1500,Nonprofit,Subsidiary,NA,Lima Memorial Joint Operating Company,United States,Lima Memorial Joint Operating Company,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C633,"Lincoln County Primary Care Center, Inc.",Hamlin,West Virginia,25523,1,21,NA,24,NA,56,Nonprofit,Parent,NA,"Lincoln County Primary Care Center, Inc.",United States,"Lincoln County Primary Care Center, Inc.",United States,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C634,"Lions Eye Institute For Transplant and Research, Inc.",Tampa,Florida,33605,1,19,NA,25,3,28,Nonprofit,Parent,NA,"Lions Eye Institute For Transplant and Research, Inc.",United States,"Lions Eye Institute For Transplant and Research, Inc.",United States,Ambulatory Services,80999902,Eye banks,8099,"Health and Allied Services, Not Elsewhere Classified"
C635,"Little Company of Mary Hospital of Indiana, Inc.",Jasper,Indiana,47546,1,233,NA,291,900,950,Nonprofit,Parent,NA,"Little Company of Mary Hospital of Indiana, Inc.",United States,"Little Company of Mary Hospital of Indiana, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C636,"Little River Medical Center, Inc.",Little River,South Carolina,29566,1,31,NA,23,NA,138,Nonprofit,Parent,NA,"Little River Medical Center, Inc.",United States,"Little River Medical Center, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C637,Littleton Hospital Association,Littleton,New Hampshire,3561,1,83,NA,97,250,320,Nonprofit,Parent,NA,Littleton Hospital Association,United States,Littleton Hospital Association,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C638,"Logan Memorial Hospital Auxiliary, Inc.",Russellville,Kentucky,42276,1,24,NA,16,220,220,Nonprofit,Subsidiary,NA,"Historic Lifepoint Hospitals, Inc.",United States,"Lifepoint Health, Inc.",United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C639,Long Island Community Hospital,Patchogue,New York,11772,1,18,NA,NA,3000,3000,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C640,"Loudoun Medical Group, P.C.",Leesburg,Virginia,20176,1,179,NA,NA,100,1200,Private,Parent,NA,"Loudoun Medical Group, P.C.",United States,"Loudoun Medical Group, P.C.",United States,Physicians and Health Practitioners,80110105,"Internal medicine, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C641,"Lowell Community Health Center, Inc.",Lowell,Massachusetts,1852,1,44,NA,60,250,285,Nonprofit,Parent,NA,"Lowell Community Health Center, Inc.",United States,"Lowell Community Health Center, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C642,Lower Lights Christian Health Center Inc,Columbus,Ohio,43222,1,12,NA,8,22,22,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C643,Loyal Source Government Services LLC,Orlando,Florida,32826,1,56,NA,NA,1000,1000,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C644,Lrghealthcare,Laconia,New Hampshire,3246,1,164,NA,149,1200,1600,Nonprofit,Parent,NA,Lrghealthcare,United States,Lrghealthcare,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C645,"Luminis Health, Inc.",Annapolis,Maryland,21401,1,776,NA,0,2000,4000,Private,Parent,NA,"Luminis Health, Inc.",United States,"Luminis Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C646,"Macomb-Oakland Regional Center, Inc.",Clinton Township,Michigan,48038,1,173,NA,23,300,300,Private,Independent,NA,NA,NA,NA,NA,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C647,Magee Benevolent Association Inc,Magee,Mississippi,39111,1,16,NA,15,230,230,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C648,Magee Rehabilitation Hospital Foundation,Philadelphia,Pennsylvania,19102,1,81,NA,225,430,600,Nonprofit,Parent,NA,Magee Rehabilitation Hospital Foundation,United States,Magee Rehabilitation Hospital Foundation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C649,Magnolia Regional Health Center,Corinth,Mississippi,38834,1,199,NA,NA,300,300,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C650,Maimonides Medical Center,Brooklyn,New York,11219,1,958,NA,1263,3950,6382,Nonprofit,Parent,NA,Maimonides Medical Center,United States,Maimonides Medical Center,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C651,Main Line Health System,Radnor,Pennsylvania,19087,1,1782,NA,4314,40,17485,Private,Parent,NA,Main Line Health System,United States,Main Line Health System,United States,Hospitals,80629907,"Hospital, AMA approved residency",8062,General Medical and Surgical Hospitals
C652,Maine Community Health Options,Lewiston,Maine,4240,1,287,NA,76,2,2,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
C653,Maine Medical Center,Portland,Maine,4102,1,1623,NA,1229,11,11,Partnership,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110200,Medical centers,8011,Offices and Clinics of Doctors of Medicine
C654,Mainehealth,Portland,Maine,4102,4,2717,NA,3202,1000,2000,Nonprofit,Subsidiary,NA,Mainehealth Services,United States,Mainehealth Services,United States,Hospitals,80629907,"Hospital, AMA approved residency",8062,General Medical and Surgical Hospitals
C655,Major Hospital,Shelbyville,Indiana,46176,1,119,NA,250,600,950,Nonprofit,Parent,NA,Major Hospital,United States,Major Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C656,Malvern Institute,Malvern,Pennsylvania,19355,1,8,NA,3,NA,136,Private,Subsidiary,NA,"Progressions Companies, Inc.",United States,"Progressions Companies, Inc.",United States,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C657,"Management Services Network, LLC",Columbus,Georgia,31904,1,8,NA,3,NA,41,Private,Parent,NA,"Management Services Network, LLC",United States,"Management Services Network, LLC",United States,Physicians and Health Practitioners,80110519,Radiologist,8011,Offices and Clinics of Doctors of Medicine
C658,Manet Community Health Center Incorporated,Quincy,Massachusetts,2171,1,17,NA,12,51,127,Nonprofit,Parent,NA,Manet Community Health Center Incorporated,United States,Manet Community Health Center Incorporated,United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C659,"Margaret Mary Community Hospital, Inc",Batesville,Indiana,47006,1,90,NA,148,450,499,Nonprofit,Parent,NA,"Margaret Mary Community Hospital, Inc",United States,"Margaret Mary Community Hospital, Inc",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C660,Marion Community Hospital Inc,Ocala,Florida,34471,1,302,NA,144,NA,1100,Private,Subsidiary,NA,HCA Inc.,United States,"HCA Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C661,"Marion General Hospital, Inc.",Marion,Indiana,46952,1,190,NA,421,1100,1212,Nonprofit,Subsidiary,NA,Ohiohealth Corporation,United States,Ohiohealth Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C662,Marion West Community Hospital,Ocala,Florida,34474,1,90,NA,NA,1200,1200,Private,Subsidiary,NA,HCA Inc.,United States,"HCA Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C663,"Marshfield Clinic, Inc.",Marshfield,Wisconsin,54449,1,644,NA,0,13,363,Nonprofit,Subsidiary,NA,"Marshfield Clinic Health System, Inc.",United States,"Marshfield Clinic Health System, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C664,Mary M Gooley Hemophilia Center Inc,Rochester,New York,14621,1,12,NA,NA,9,9,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
C665,Mary Rutan Hospital,Bellefontaine,Ohio,43311,1,96,NA,112,650,700,Nonprofit,Subsidiary,NA,Mary Rutan Health Association of Logan County,United States,Mary Rutan Health Association of Logan County,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C666,Maryland Health Care Clinics,Baltimore,Maryland,21215,1,6,NA,NA,60,60,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C667,"Maryland Primary Care Physicians, LLC",Hanover,Maryland,21076,1,36,NA,5,30,300,Private,Parent,NA,"Maryland Primary Care Physicians, LLC",United States,"Maryland Primary Care Physicians, LLC",United States,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C668,"Maryland Proton Treatment Center, LLC",Baltimore,Maryland,21201,1,47,NA,333,10,10,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80690201,Cancer hospital,8069,"Specialty Hospitals, Except Psychiatric"
C669,Mason District Hospital Foundation,Havana,Illinois,62644,1,25,NA,36,NA,263,Private,Parent,NA,Mason District Hospital Foundation,United States,Mason District Hospital Foundation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C670,Mass General Brigham Incorporated,Boston,Massachusetts,2199,3,8103,NA,0,60,67000,Private,Parent,NA,Mass General Brigham Incorporated,United States,Mass General Brigham Incorporated,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C671,"Massachusetts Avenue Surgery Center, LLC",Bethesda,Maryland,20817,1,7,NA,NA,40,40,Private,Subsidiary,NA,Unitedhealth Group Incorporated,United States,Unitedhealth Group Incorporated,United States,Physicians and Health Practitioners,80119905,Surgeon,8011,Offices and Clinics of Doctors of Medicine
C672,Massachusetts Eye and Ear Infirmary,Boston,Massachusetts,2114,1,260,NA,331,1550,1550,Private,Subsidiary,NA,"Massachusetts Eye and Ear Infirmary & Physician Staff, Inc.",United States,Mass General Brigham Incorporated,United States,Physicians and Health Practitioners,80110505,"Ears, nose, and throat specialist: physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C673,"Matthew Walker Comprehensive Health Center, Inc.",Nashville,Tennessee,37208,1,11,NA,8,NA,115,Nonprofit,Parent,NA,"Matthew Walker Comprehensive Health Center, Inc.",United States,"Matthew Walker Comprehensive Health Center, Inc.",United States,Outpatient Care,80930000,"Specialty outpatient clinics, nec",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C674,Maury Regional Hospital,Columbia,Tennessee,38401,1,337,NA,291,2000,2100,Nonprofit,Parent,NA,Maury Regional Hospital,United States,Maury Regional Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C675,Mayfield Clinic Inc,Cincinnati,Ohio,45209,2,15,NA,2,82,130,Private,Parent,NA,Mayfield Clinic Inc,United States,Mayfield Clinic Inc,United States,Physicians and Health Practitioners,80110107,Neurologist,8011,Offices and Clinics of Doctors of Medicine
C676,"McCready Foundation, Inc.",Crisfield,Maryland,21817,1,24,NA,20,300,300,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C677,McLaren Brmc Bay Regional Medical Center,Bay City,Michigan,48708,1,12,NA,NA,70,70,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C678,McLaren Greater Lansing,Lansing,Michigan,48910,1,340,NA,246,2400,2500,Nonprofit,Subsidiary,NA,McLaren Health Care Corporation,United States,McLaren Health Care Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C679,McLaren Health Care Corporation,Grand Blanc,Michigan,48439,6,187,NA,299,100,10003,Nonprofit,Parent,NA,McLaren Health Care Corporation,United States,McLaren Health Care Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C680,McLaren Northern Michigan,Petoskey,Michigan,49770,1,248,NA,195,950,1003,Nonprofit,Subsidiary,NA,McLaren Health Care Corporation,United States,McLaren Health Care Corporation,United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C681,McLaren Oakland,Pontiac,Michigan,48342,1,235,NA,142,940,1200,Nonprofit,Subsidiary,NA,McLaren Health Care Corporation,United States,McLaren Health Care Corporation,United States,Hospitals,80629903,"Hospital, medical school affiliated with residency",8062,General Medical and Surgical Hospitals
C682,McLaren Port Huron,Port Huron,Michigan,48060,1,167,NA,159,1142,2000,Private,Subsidiary,NA,McLaren Health Care Corporation,United States,McLaren Health Care Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C683,McLeod Health,Florence,South Carolina,29506,2,140,NA,7,2,2,Nonprofit,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C684,"Mdlive, Inc.",Miramar,Florida,33027,2,46,NA,NA,220,250,Private,Parent,NA,"Mdlive, Inc.",United States,"Mdlive, Inc.",United States,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C685,Mecklenburg Radiology Associates PA,Charlotte,North Carolina,28211,1,17,NA,0,60,60,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110519,Radiologist,8011,Offices and Clinics of Doctors of Medicine
C686,"Medalliance Medical Health Services, Inc.",Bronx,New York,10458,1,8,NA,NA,45,45,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C687,"Medic, Inc.",Knoxville,Tennessee,37921,1,17,NA,21,126,135,Nonprofit,Parent,NA,"Medic, Inc.",United States,"Medic, Inc.",United States,Ambulatory Services,80990101,Blood bank,8099,"Health and Allied Services, Not Elsewhere Classified"
C688,Medical Associates of Erie,Erie,Pennsylvania,16505,1,16,NA,7,NA,13,Nonprofit,Parent,NA,Medical Associates of Erie,United States,Medical Associates of Erie,United States,Physicians and Health Practitioners,80110508,Gynecologist,8011,Offices and Clinics of Doctors of Medicine
C689,"Medical Center Radiology Group of Drs Curry, Harding, George & Eliscu P.A.",Orlando,Florida,32806,1,12,NA,496,44,44,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110519,Radiologist,8011,Offices and Clinics of Doctors of Medicine
C690,"Medical Faculty Associates, Inc.",Washington,District of Columbia,20037,1,404,NA,173,NA,2150,Nonprofit,Parent,NA,"Medical Faculty Associates, Inc.",United States,"Medical Faculty Associates, Inc.",United States,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C691,"Medical Laboratory Diagnostics, Inc.",Cedar Knolls,New Jersey,7927,1,19,NA,NA,255,255,Private,Independent,NA,NA,NA,NA,NA,Diagnostic Laboratories,80710100,Testing laboratories,8071,Medical Laboratories
C692,"Medical Management Professionals, LLC",Chattanooga,Tennessee,37421,1,14,NA,NA,NA,495,Private,Subsidiary,NA,"Zotec Partners, LLC",United States,"Zotec Solutions, Inc.",United States,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C693,Medical Resources Home Health Corp.,Newton,Massachusetts,2460,1,14,NA,11,300,400,Private,Parent,NA,Medical Resources Home Health Corp.,United States,Medical Resources Home Health Corp.,United States,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C694,"Medical Specialists of The Palm Beaches, Inc.",Boynton Beach,Florida,33437,1,38,NA,3,31,290,Private,Parent,NA,"Medical Specialists of The Palm Beaches, Inc.",United States,"Medical Specialists of The Palm Beaches, Inc.",United States,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C695,Medical West Hospital Authority An Affiliate of The Uab Health System,Bessemer,Alabama,35022,1,119,NA,84,NA,99,Private,Parent,NA,Medical West Hospital Authority An Affiliate of The Uab Health System,United States,Medical West Hospital Authority An Affiliate of The Uab Health System,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C696,"Medi-Weightloss Clinics, LLC",Tampa,Florida,33606,1,40,NA,NA,NA,678,Private,Parent,NA,"Medi-Weightloss Clinics, LLC",United States,"Medi-Weightloss Clinics, LLC",United States,Outpatient Care,80939905,"Weight loss clinic, with medical staff",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C697,"Mednax, Inc.",Sunrise,Florida,33323,17,3514,-1242,3425,NA,16085,Public,Parent,MD,"Mednax, Inc.",United States,"Mednax, Inc.",United States,Physicians and Health Practitioners,80110500,"Specialized medical practitioners, except internal",8011,Offices and Clinics of Doctors of Medicine
C698,"Medquest, Inc.",Alpharetta,Georgia,30005,1,56,NA,NA,72,1460,Private,Subsidiary,NA,"Mq Associates, Inc.",United States,"Novant Health, Inc.",United States,Diagnostic Laboratories,80719902,"X-ray laboratory, including dental",8071,Medical Laboratories
C699,"Medstar Southern Maryland Hospital Center, Inc.",Clinton,Maryland,20735,1,209,NA,NA,1270,3000,Private,Subsidiary,NA,"Medstar Health, Inc.",United States,"Medstar Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C700,"Memorial Healthcare Group, Inc.",Jacksonville,Florida,32216,1,156,NA,0,1380,1380,Nonprofit,Subsidiary,NA,HCA Inc.,United States,"HCA Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C701,"Memorial Hospital and Manor Auxiliary, Inc.",Bainbridge,Georgia,39819,1,69,NA,27,400,490,Nonprofit,Parent,NA,"Memorial Hospital and Manor Auxiliary, Inc.",United States,"Memorial Hospital and Manor Auxiliary, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C702,Memorial Hospital Association Inc,Carthage,Illinois,62321,1,32,NA,48,NA,138,Nonprofit,Parent,NA,Memorial Hospital Association Inc,United States,Memorial Hospital Association Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C703,Memorial Hospital of Union County,Marysville,Ohio,43040,1,125,NA,176,600,800,Nonprofit,Parent,NA,Memorial Hospital of Union County,United States,Memorial Hospital of Union County,United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C704,Memorial Hospital West,Pembroke Pines,Florida,33026,3,580,NA,NA,12,12,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C705,"Memorial Medical Center, Inc.",Ashland,Wisconsin,54806,1,66,NA,99,420,425,Nonprofit,Parent,NA,"Memorial Medical Center, Inc.",United States,"Memorial Medical Center, Inc.",United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
